"id","name","firstname","lastname","number","club","position","height","weight","nationality","birthdate","photo"
20525,"M. Udol","Matthieu","Udol",3,"Metz","Defender","178 cm","79 kg","France","1996-03-20","https://media.api-sports.io/football/players/20525.png"
378353,"U. Mboula","Urie-Michel","Mboula",4,"Metz","Defender","185 cm","Unknown","Gabon","2003-04-30","https://media.api-sports.io/football/players/378353.png"
3237,"I. Traoré","Ismaël Abdul","Rahman Roch Traoré",8,"Metz","Defender","184 cm","87 kg","Côte d'Ivoire","1986-08-18","https://media.api-sports.io/football/players/3237.png"
129675,"A. Lô","Ababacar Moustapha","Lô",15,"Metz","Defender","183 cm","76 kg","Senegal","2000-01-02","https://media.api-sports.io/football/players/129675.png"
87267,"K. Van Den Kerkhof","Kévin Daniel Guitoun","Van Den Kerkhof",22,"Metz","Defender","190 cm","76 kg","Algeria","1996-03-14","https://media.api-sports.io/football/players/87267.png"
428084,"Sadibou Sané","Sadibou","Sané",38,"Metz","Defender","185 cm","Unknown","Senegal","2004-06-10","https://media.api-sports.io/football/players/428084.png"
96331,"K. Kouao","Koffi Franck","Kouao",39,"Metz","Defender","173 cm","65 kg","Côte d'Ivoire","1998-05-20","https://media.api-sports.io/football/players/96331.png"
327548,"J. Diazongua Nfinigui","Joseph Nauquidi","Diazongua Nfinigui",6,"Metz","Defender","187 cm","74 kg","France","2004-10-31","https://media.api-sports.io/football/players/327548.png"
434352,"A. Touré","Alpha Amadou","Touré",17,"Metz","Midfielder","180 cm","Unknown","Senegal","2006-01-25","https://media.api-sports.io/football/players/434352.png"
21640,"J. Deminguet","Jessy","Deminguet",7,"Metz","Midfielder","178 cm","74 kg","France","1998-01-07","https://media.api-sports.io/football/players/21640.png"
407,"B. Stambouli","Benjamin Fernand Lucien","François Stambouli",90,"Metz","Midfielder","180 cm","82 kg","France","1990-08-13","https://media.api-sports.io/football/players/407.png"
20530,"A. Jallow","Abdoulie","Jallow",36,"Metz","Midfielder","166 cm","62 kg","Gambia","1998-11-14","https://media.api-sports.io/football/players/20530.png"
396393,"C. Divialle Corbière","Charles","Divialle Corbière",44,"Metz","Midfielder","185 cm","75 kg","France","2004-02-09","https://media.api-sports.io/football/players/396393.png"
20529,"G. Hein","Gauthier","Hein",7,"Metz","Attacker","170 cm","65 kg","France","1996-08-07","https://media.api-sports.io/football/players/20529.png"
403889,"P. Diallo","Pape Amadou","Diallo",10,"Metz","Midfielder","182 cm","67 kg","Senegal","2004-06-25","https://media.api-sports.io/football/players/403889.png"
20534,"C. Sabaly","Cheikh Tidiane","Sabaly",14,"Metz","Midfielder","168 cm","56 kg","Senegal","1999-03-04","https://media.api-sports.io/football/players/20534.png"
434410,"I. Gueye","Idrissa","Gueye",18,"Metz","Attacker","Unknown","Unknown","Senegal","2003-09-16","https://media.api-sports.io/football/players/434410.png"
336180,"M. Bokele Mputu","Morgan","Bokele Mputu",19,"Metz","Attacker","175 cm","Unknown","France","2004-03-13","https://media.api-sports.io/football/players/336180.png"
405072,"J. Mangondo","Joseph","Mangondo",33,"Metz","Attacker","179 cm","Unknown","France","2005-08-06","https://media.api-sports.io/football/players/405072.png"
408870,"Ibou Sané","Ibou","Sané",37,"Metz","Attacker","179 cm","Unknown","Senegal","2005-03-28","https://media.api-sports.io/football/players/408870.png"
19323,"J. Asoro","Joel Joshoghene","Asoro",99,"Metz","Attacker","175 cm","75 kg","Sweden","1999-04-27","https://media.api-sports.io/football/players/19323.png"
40384,"R. Majecki","Radosław","Majecki",1,"Monaco","Goalkeeper","193 cm","78 kg","Poland","1999-11-16","https://media.api-sports.io/football/players/40384.png"
7313,"P. Köhn","Philipp François","Köhn",16,"Monaco","Goalkeeper","190 cm","80 kg","Switzerland","1998-04-02","https://media.api-sports.io/football/players/7313.png"
274296,"Y. Lienard","Yann François","Lienard",50,"Monaco","Goalkeeper","194 cm","83 kg","France","2003-03-16","https://media.api-sports.io/football/players/274296.png"
440070,"J. Stawiecki","Jules","Stawiecki",1,"Monaco","Goalkeeper","186 cm","80 kg","France","2007-04-10","https://media.api-sports.io/football/players/440070.png"
291649,"Vanderson","Vanderson","de Oliveira Campos",2,"Monaco","Defender","173 cm","74 kg","Brazil","2001-06-21","https://media.api-sports.io/football/players/291649.png"
231,"J. Teze","Jordan","Teze",3,"Monaco","Defender","183 cm","68 kg","Netherlands","1999-09-30","https://media.api-sports.io/football/players/231.png"
261,"T. Kehrer","Jan Thilo","Kehrer",24,"Monaco","Defender","186 cm","76 kg","Germany","1996-09-21","https://media.api-sports.io/football/players/261.png"
10316,"Caio Henrique","Caio Henrique","Oliveira Silva",12,"Monaco","Defender","178 cm","68 kg","Brazil","1997-07-31","https://media.api-sports.io/football/players/10316.png"
371916,"C. Mawissa Elebi","Christian","Mawissa Elebi",13,"Monaco","Defender","185 cm","77 kg","France","2005-04-18","https://media.api-sports.io/football/players/371916.png"
30504,"W. Singo","Wilfried Stephane","Singo",99,"Monaco","Defender","190 cm","79 kg","Côte d'Ivoire","2000-12-25","https://media.api-sports.io/football/players/30504.png"
333137,"K. Ouattara","Kassoum","Ouattara",20,"Monaco","Defender","176 cm","73 kg","France","2004-10-14","https://media.api-sports.io/football/players/333137.png"
47480,"M. Salisu","Mohammed","Salisu Abdul Karim",22,"Monaco","Defender","191 cm","82 kg","Ghana","1999-04-17","https://media.api-sports.io/football/players/47480.png"
399893,"B. Kiwa","Bradel","Kiwa",46,"Monaco","Midfielder","191 cm","90 kg","France","2006-02-05","https://media.api-sports.io/football/players/399893.png"
2810,"D. Zakaria","Denis Lemi","Zakaria Lako Lado",17,"Monaco","Midfielder","191 cm","76 kg","Switzerland","1996-11-20","https://media.api-sports.io/football/players/2810.png"
343320,"E. Ben Seghir","Eliesse","Ben Seghir",7,"Monaco","Midfielder","178 cm","72 kg","France","2005-02-16","https://media.api-sports.io/football/players/343320.png"
42006,"Al Musrati","Al Moatasembellah Ali Mohamed","Al Musrati",8,"Monaco","Midfielder","189 cm","80 kg","Libya","1996-04-06","https://media.api-sports.io/football/players/42006.png"
109,"A. Golovin","Aleksandr","Golovin",17,"Monaco","Midfielder","178 cm","69 kg","Russia","1996-05-30","https://media.api-sports.io/football/players/109.png"
274300,"M. Akliouche","Maghnes","Akliouche",21,"Monaco","Midfielder","183 cm","72 kg","France","2002-02-25","https://media.api-sports.io/football/players/274300.png"
374058,"L. Camara","Lamine","Camara",18,"Monaco","Midfielder","173 cm","65 kg","Senegal","2004-01-01","https://media.api-sports.io/football/players/374058.png"
1101,"T. Minamino","Takumi","Minamino",18,"Monaco","Midfielder","172 cm","68 kg","Japan","1995-01-16","https://media.api-sports.io/football/players/1101.png"
81,"K. Diatta","Krépin","Diatta",27,"Monaco","Midfielder","175 cm","68 kg","Senegal","1999-02-25","https://media.api-sports.io/football/players/81.png"
419035,"M. Coulibaly","Mamadou","Coulibaly",28,"Monaco","Midfielder","180 cm","75 kg","France","2004-04-21","https://media.api-sports.io/football/players/419035.png"
374361,"E. Diop","Edan","Diop",42,"Monaco","Midfielder","173 cm","67 kg","France","2004-08-28","https://media.api-sports.io/football/players/374361.png"
412711,"Saïmon Bouabré","Saïmon","Bouabré",8,"Monaco","Midfielder","174 cm","63 kg","France","2006-06-01","https://media.api-sports.io/football/players/412711.png"
449676,"S. Nibombé","Samuel Kondi","Nibombé",44,"Monaco","Defender","198 cm","83 kg","Belgium","2007-08-15","https://media.api-sports.io/football/players/449676.png"
453792,"A. Bamba","Aladji","Bamba",45,"Monaco","Midfielder","181 cm","67 kg","France","2006-07-14","https://media.api-sports.io/football/players/453792.png"
422407,"Mayssam Benama","Mayssam","Benama",6,"Monaco","Midfielder","181 cm","78 kg","France","2005-03-09","https://media.api-sports.io/football/players/422407.png"
326176,"S. Magassa","Soungoutou","Magassa",88,"Monaco","Midfielder","188 cm","80 kg","France","2003-10-08","https://media.api-sports.io/football/players/326176.png"
138835,"F. Balogun","Folarin Jerry","Balogun",29,"Monaco","Attacker","178 cm","66 kg","USA","2001-07-03","https://media.api-sports.io/football/players/138835.png"
283026,"M. Biereth","Mika","Miles Biereth",24,"Monaco","Attacker","187 cm","69 kg","Denmark","2003-02-08","https://media.api-sports.io/football/players/283026.png"
395040,"G. Ilenikhena","George","Ilenikhena",9,"Monaco","Attacker","185 cm","76 kg","France","2006-08-16","https://media.api-sports.io/football/players/395040.png"
421,"B. Embolo","Breel Donald","Embolo",36,"Monaco","Attacker","187 cm","84 kg","Switzerland","1997-02-14","https://media.api-sports.io/football/players/421.png"
343319,"L. Michal","Lucas","Michal",7,"Monaco","Attacker","172 cm","61 kg","France","2005-06-22","https://media.api-sports.io/football/players/343319.png"
119113,"B. Dizdarević","Belmin","Dizdarević",1,"Montpellier","Goalkeeper","189 cm","80 kg","Bosnia and Herzegovina","2001-08-09","https://media.api-sports.io/football/players/119113.png"
21565,"D. Bertaud","Dimitry Jean Sylvain","Bertaud",16,"Montpellier","Goalkeeper","180 cm","85 kg","France","1998-06-06","https://media.api-sports.io/football/players/21565.png"
21566,"B. Lecomte","Benjamin Pascal","Lecomte",40,"Montpellier","Goalkeeper","186 cm","78 kg","France","1991-04-26","https://media.api-sports.io/football/players/21566.png"
193501,"B. Meité","Abdoul Bamo","Meité",18,"Montpellier","Midfielder","183 cm","75 kg","Côte d'Ivoire","2001-12-03","https://media.api-sports.io/football/players/193501.png"
22141,"I. Sylla","Issiaga","Sylla",3,"Montpellier","Defender","180 cm","75 kg","Guinea","1994-01-01","https://media.api-sports.io/football/players/22141.png"
3335,"K. Kouyaté","Boubakar Dit Kiki","Kouyaté",4,"Montpellier","Defender","192 cm","82 kg","Mali","1997-04-15","https://media.api-sports.io/football/players/3335.png"
20661,"M. Sagnan","Modibo","Sagnan",15,"Montpellier","Defender","187 cm","85 kg","France","1999-04-14","https://media.api-sports.io/football/players/20661.png"
22138,"C. Jullien","Christopher","Jullien",6,"Montpellier","Defender","196 cm","91 kg","France","1993-03-22","https://media.api-sports.io/football/players/22138.png"
21434,"T. Sainte-Luce","Théo","Sainte-Luce",17,"Montpellier","Defender","176 cm","69 kg","France","1998-10-20","https://media.api-sports.io/football/players/21434.png"
333118,"L. Mincarelli Davin","Lucas","Mincarelli Davin",3,"Montpellier","Defender","180 cm","65 kg","France","2004-06-24","https://media.api-sports.io/football/players/333118.png"
999,"B. Omeragić","Bećir","Omeragić",20,"Montpellier","Defender","187 cm","74 kg","Switzerland","2002-01-20","https://media.api-sports.io/football/players/999.png"
179399,"E. Tchato","Enzo Gianni","Tchato Mbiayi",29,"Montpellier","Defender","182 cm","75 kg","Cameroon","2002-11-23","https://media.api-sports.io/football/players/179399.png"
486620,"C. Mamilo","Craig","Mamilo",43,"Montpellier","Midfielder","186 cm","78 kg","France","2006-07-04","https://media.api-sports.io/football/players/486620.png"
350388,"Y. Mouanga","Yaël","Mouanga Boudzoumou",47,"Montpellier","Defender","183 cm","73 kg","France","2005-07-23","https://media.api-sports.io/football/players/350388.png"
451955,"W. Ndollo Bille","Wilfried Chancy","Ndollo Bille",49,"Montpellier","Defender","Unknown","Unknown","France","Unknown","https://media.api-sports.io/football/players/451955.png"
320,"N. Maksimović","Nikola","Maksimović",52,"Montpellier","Defender","193 cm","82 kg","Serbia","1991-11-25","https://media.api-sports.io/football/players/320.png"
3336,"F. Sacko","Falaye","Sacko",77,"Montpellier","Defender","180 cm","68 kg","Mali","1995-05-01","https://media.api-sports.io/football/players/3336.png"
21443,"T. Savanier","Téji Tedy","Savanier",11,"Montpellier","Midfielder","172 cm","69 kg","France","1991-12-22","https://media.api-sports.io/football/players/21443.png"
21439,"J. Ferri","Jordan","Ferri",12,"Montpellier","Midfielder","173 cm","73 kg","France","1992-03-12","https://media.api-sports.io/football/players/21439.png"
128287,"J. Chotard","Joris","Chotard",13,"Montpellier","Midfielder","179 cm","70 kg","France","2001-09-24","https://media.api-sports.io/football/players/128287.png"
387120,"R. Nzingoula","Rabby","Nzingoula",19,"Montpellier","Attacker","183 cm","73 kg","France","2005-11-25","https://media.api-sports.io/football/players/387120.png"
326088,"K. Fayad","Khalil","Fayad",22,"Montpellier","Midfielder","172 cm","61 kg","France","2004-06-09","https://media.api-sports.io/football/players/326088.png"
369676,"T. Chennahi","Théo","Chennahi",44,"Montpellier","Midfielder","182 cm","63 kg","France","2005-02-06","https://media.api-sports.io/football/players/369676.png"
342228,"S. Džodić","Stefan","Džodić",45,"Montpellier","Midfielder","190 cm","80 kg","Serbia","2005-03-15","https://media.api-sports.io/football/players/342228.png"
490138,"A. Camara","Abdoulaye","Camara",48,"Montpellier","Midfielder","186 cm","68 kg","France","2008-09-28","https://media.api-sports.io/football/players/490138.png"
113581,"T. Coulibaly","Tanguy","Coulibaly",70,"Montpellier","Midfielder","178 cm","75 kg","France","2001-02-18","https://media.api-sports.io/football/players/113581.png"
21591,"A. Delort","Andy","Delort",9,"Montpellier","Attacker","182 cm","82 kg","Algeria","1991-10-09","https://media.api-sports.io/football/players/21591.png"
22102,"W. Khazri","Wahbi","Khazri",10,"Montpellier","Attacker","176 cm","80 kg","Tunisia","1991-02-08","https://media.api-sports.io/football/players/22102.png"
399906,"O. Maamma","Othmane","Maamma",14,"Montpellier","Attacker","180 cm","78 kg","France","2005-10-06","https://media.api-sports.io/football/players/399906.png"
349616,"N. Pays","Nicolas","Pays",10,"Montpellier","Midfielder","Unknown","Unknown","France","2003-07-07","https://media.api-sports.io/football/players/349616.png"
459711,"G. Ngosso","Glenn Olivier Edwing","Peh Ngosso",28,"Montpellier","Attacker","182 cm","72 kg","Cameroon","2004-01-12","https://media.api-sports.io/football/players/459711.png"
355076,"A. Gueguin","Axel","Gueguin",38,"Montpellier","Attacker","170 cm","55 kg","France","2005-03-24","https://media.api-sports.io/football/players/355076.png"
395760,"Y. Issoufou","Yanis Ali","Issoufou",11,"Montpellier","Attacker","182 cm","72 kg","France","2006-10-28","https://media.api-sports.io/football/players/395760.png"
361383,"J. Ndiaye","Junior","Ndiaye",41,"Montpellier","Attacker","180 cm","75 kg","France","2005-03-29","https://media.api-sports.io/football/players/361383.png"
368812,"S. Cara","Simon","Cara",46,"Montpellier","Attacker","182 cm","74 kg","France","2005-05-31","https://media.api-sports.io/football/players/368812.png"
30393,"A. Lafont","Alban-Marc","Lafont",1,"Nantes","Goalkeeper","193 cm","82 kg","France","1999-01-23","https://media.api-sports.io/football/players/30393.png"
647,"Anthony Lopes","Anthony","Lopes",1,"Nantes","Goalkeeper","184 cm","81 kg","Portugal","1990-10-01","https://media.api-sports.io/football/players/647.png"
15684,"P. Carlgren","Patrik Ulf Anders","Carlgren",1,"Nantes","Goalkeeper","188 cm","84 kg","Sweden","1992-01-08","https://media.api-sports.io/football/players/15684.png"
174727,"H. Barbet","Hugo","Barbet",50,"Nantes","Goalkeeper","189 cm","81 kg","France","2001-11-22","https://media.api-sports.io/football/players/174727.png"
21570,"N. Cozza","Nicolas Louis Marcel","Cozza",8,"Nantes","Defender","178 cm","72 kg","France","1999-01-08","https://media.api-sports.io/football/players/21570.png"
21088,"N. Pallois","Nicolas","Pallois",4,"Nantes","Defender","190 cm","89 kg","France","1987-09-19","https://media.api-sports.io/football/players/21088.png"
20654,"F. Centonze","Fabien","Centonze",28,"Nantes","Defender","182 cm","75 kg","France","1996-01-16","https://media.api-sports.io/football/players/20654.png"
20545,"J. Castelletto","Jean-Charles Victor","Castelletto",21,"Nantes","Defender","186 cm","79 kg","Cameroon","1995-01-26","https://media.api-sports.io/football/players/20545.png"
274328,"S. Sow","Saïdou","Sow",13,"Nantes","Defender","187 cm","87 kg","Guinea","2002-07-04","https://media.api-sports.io/football/players/274328.png"
386438,"M. Acapandié","Mathieu","Acapandié",41,"Nantes","Defender","182 cm","73 kg","France","2004-12-14","https://media.api-sports.io/football/players/386438.png"
343359,"N. Zézé","Nathan","Zézé",44,"Nantes","Defender","190 cm","78 kg","France","2005-06-18","https://media.api-sports.io/football/players/343359.png"
392569,"Sékou Doucouré","Sékou","Doucouré",72,"Nantes","Defender","187 cm","79 kg","France","2005-01-01","https://media.api-sports.io/football/players/392569.png"
22134,"K. Amian","Kelvin","Amian Adou",27,"Nantes","Defender","180 cm","78 kg","France","1998-02-08","https://media.api-sports.io/football/players/22134.png"
93671,"Pedro Chirivella","Pedro","Chirivella Burgos",5,"Nantes","Midfielder","178 cm","66 kg","Spain","1997-05-23","https://media.api-sports.io/football/players/93671.png"
10036,"Douglas Augusto","Douglas Augusto","Soares Gomes",6,"Nantes","Midfielder","173 cm","70 kg","Brazil","1997-01-13","https://media.api-sports.io/football/players/10036.png"
193952,"J. Lepenant","Johann Théo Tom","Lepenant",24,"Nantes","Midfielder","176 cm","69 kg","France","2002-10-22","https://media.api-sports.io/football/players/193952.png"
924,"F. Coquelin","Francis Joseph","Coquelin",19,"Nantes","Midfielder","176 cm","74 kg","France","1991-05-13","https://media.api-sports.io/football/players/924.png"
18599,"S. Thomas","Benjamin Sorba William","Thomas",14,"Nantes","Midfielder","185 cm","79 kg","Wales","1999-01-25","https://media.api-sports.io/football/players/18599.png"
21582,"F. Mollet","Florent","Mollet",25,"Nantes","Midfielder","170 cm","67 kg","France","1991-11-19","https://media.api-sports.io/football/players/21582.png"
388779,"D. Assoumani","Dehmaine","Tabibou Assoumani",10,"Nantes","Midfielder","181 cm","73 kg","France","2005-04-17","https://media.api-sports.io/football/players/388779.png"
443674,"Louis Leroux","Louis","Leroux",66,"Nantes","Midfielder","184 cm","75 kg","France","2006-01-23","https://media.api-sports.io/football/players/443674.png"
3084,"T. Kadewere","Philana Tinotenda","Kadewere",11,"Nantes","Attacker","183 cm","72 kg","Zimbabwe","1996-01-05","https://media.api-sports.io/football/players/3084.png"
21498,"M. Coco","Marcus Regis","Coco",11,"Nantes","Attacker","184 cm","79 kg","France","1996-06-24","https://media.api-sports.io/football/players/21498.png"
3034,"M. Elia","Meschack","Elia Lina",15,"Nantes","Attacker","173 cm","67 kg","Congo DR","1997-08-06","https://media.api-sports.io/football/players/3034.png"
2781,"M. Simon","Moses Daddy-Ajala","Simon",27,"Nantes","Attacker","168 cm","66 kg","Nigeria","1995-07-12","https://media.api-sports.io/football/players/2781.png"
2668,"Mostafa Mohamed","Mostafa Mohamed Ahmed","Abdallah",31,"Nantes","Attacker","185 cm","78 kg","Egypt","1997-11-28","https://media.api-sports.io/football/players/2668.png"
161622,"M. Abline","Matthis","Abline",39,"Nantes","Attacker","176 cm","67 kg","France","2003-03-28","https://media.api-sports.io/football/players/161622.png"
381665,"P. Nsingi","Plamedi","Nsingi",17,"Nantes","Attacker","189 cm","Unknown","Congo","2000-12-17","https://media.api-sports.io/football/players/381665.png"
443676,"Bahereba Guirassy","Bahereba","Guirassy",62,"Nantes","Attacker","177 cm","66 kg","Guinea","2006-08-29","https://media.api-sports.io/football/players/443676.png"
2274,"M. Bułka","Marcin","Bułka",90,"Nice","Goalkeeper","199 cm","97 kg","Poland","1999-10-04","https://media.api-sports.io/football/players/2274.png"
21079,"M. Dupé","Maxime","Dupé",1,"Nice","Goalkeeper","188 cm","88 kg","France","1993-03-04","https://media.api-sports.io/football/players/21079.png"
175171,"T. Boulhendi","Teddy","Boulhendi",16,"Nice","Goalkeeper","185 cm","82 kg","Algeria","2001-04-09","https://media.api-sports.io/football/players/175171.png"
401493,"B. Żelazowski","Bartosz","Żelazowski","N/A","Nice","Goalkeeper","193 cm","73 kg","Poland","2005-04-25","https://media.api-sports.io/football/players/401493.png"
49583,"A. Abdi","Ali","El Abdi",2,"Nice","Defender","183 cm","73 kg","Tunisia","1993-12-20","https://media.api-sports.io/football/players/49583.png"
22163,"Dante","Dante Bonfim","Costa Santos",4,"Nice","Defender","188 cm","87 kg","Brazil","1983-10-18","https://media.api-sports.io/football/players/22163.png"
196343,"Mohamed Abdelmonem","Mohamed Abdelmonem El Sayed","Mohamed Ahmed",24,"Nice","Defender","183 cm","78 kg","Egypt","1999-02-01","https://media.api-sports.io/football/players/196343.png"
162465,"M. Bard","Melvin Michel Maxence","Bard",3,"Nice","Defender","173 cm","65 kg","France","2000-11-06","https://media.api-sports.io/football/players/162465.png"
313937,"A. Mendy","Antoine","Mendy",33,"Nice","Defender","187 cm","75 kg","France","2004-05-27","https://media.api-sports.io/football/players/313937.png"
462277,"I. Salhi","Iliesse","Salhi",13,"Nice","Defender","172 cm","57 kg","France","2007-07-27","https://media.api-sports.io/football/players/462277.png"
482467,"Yaël Nandjou","Yaël","Nandjou",42,"Nice","Defender","185 cm","74 kg","France","2005-07-06","https://media.api-sports.io/football/players/482467.png"
444562,"M. Youssouf","Mousslim","Youssouf",43,"Nice","Defender","166 cm","Unknown","France","2006-01-09","https://media.api-sports.io/football/players/444562.png"
437498,"A. Doumbouya","Amidou","Doumbouya",44,"Nice","Defender","182 cm","72 kg","France","2007-08-05","https://media.api-sports.io/football/players/437498.png"
339620,"L. Monteiro Alvarenga","Laurenzo","Monteiro Alvarenga",48,"Nice","Midfielder","185 cm","71 kg","France","2004-05-28","https://media.api-sports.io/football/players/339620.png"
407017,"M. Lumpungu","Moïse Bombito","Lumpungu",64,"Nice","Defender","190 cm","83 kg","Canada","2000-03-30","https://media.api-sports.io/football/players/407017.png"
25008,"J. Clauss","Jonathan","Clauss",7,"Nice","Defender","178 cm","69 kg","France","1992-09-25","https://media.api-sports.io/football/players/25008.png"
4399,"H. Boudaoui","Hicham","Boudaoui",28,"Nice","Midfielder","175 cm","61 kg","Algeria","1999-09-23","https://media.api-sports.io/football/players/4399.png"
240,"P. Rosario","Pablo Paulino","Rosario",8,"Nice","Midfielder","188 cm","73 kg","Netherlands","1997-01-07","https://media.api-sports.io/football/players/240.png"
107,"S. Diop","Sofiane","Diop",10,"Nice","Midfielder","175 cm","65 kg","France","2000-06-09","https://media.api-sports.io/football/players/107.png"
1914,"M. Sanson","Morgan Stéphane","Sanson",11,"Nice","Midfielder","180 cm","73 kg","France","1994-08-18","https://media.api-sports.io/football/players/1914.png"
334879,"B. Bouanani","Badredine","Bouanani",19,"Nice","Attacker","177 cm","68 kg","Algeria","2004-12-08","https://media.api-sports.io/football/players/334879.png"
193617,"T. Louchet","Tom Alexis","Louchet",20,"Nice","Midfielder","176 cm","65 kg","France","2003-05-04","https://media.api-sports.io/football/players/193617.png"
662,"T. Ndombélé","Tanguy","Ndombélé Alvaro",28,"Nice","Midfielder","181 cm","76 kg","France","1996-12-28","https://media.api-sports.io/football/players/662.png"
21153,"B. Santamaría","Baptiste","Santamaría",8,"Nice","Midfielder","183 cm","81 kg","France","1995-03-09","https://media.api-sports.io/football/players/21153.png"
442866,"E. Pereira","Everton","Pereira da Silva",39,"Nice","Midfielder","Unknown","Unknown","France","2007-04-12","https://media.api-sports.io/football/players/442866.png"
3099,"Y. Ndayishimiye","Youssouf","Nyange Ndayishimiye",55,"Nice","Defender","183 cm","79 kg","Burundi","1998-10-27","https://media.api-sports.io/football/players/3099.png"
504157,"D. Coulibaly","Djibril","Coulibaly","N/A","Nice","Midfielder","173 cm","76 kg","France","2008-11-18","https://media.api-sports.io/football/players/504157.png"
30531,"J. Boga","Jérémie","Boga",7,"Nice","Attacker","172 cm","68 kg","Côte d'Ivoire","1997-01-03","https://media.api-sports.io/football/players/30531.png"
69971,"T. Moffi","Teremas Igobor","Moffi",9,"Nice","Attacker","188 cm","87 kg","Nigeria","1999-05-25","https://media.api-sports.io/football/players/69971.png"
161919,"Y. Moukoko","Youssoufa","Moukoko",11,"Nice","Attacker","179 cm","72 kg","Germany","2004-11-20","https://media.api-sports.io/football/players/161919.png"
21592,"G. Laborde","Gaëtan","Laborde",24,"Nice","Attacker","181 cm","78 kg","France","1994-05-03","https://media.api-sports.io/football/players/21592.png"
274312,"M. Cho","Mohamed-Ali","Cho",11,"Nice","Attacker","181 cm","66 kg","France","2004-01-19","https://media.api-sports.io/football/players/274312.png"
137303,"E. Guessand","Evann","Guessand",17,"Nice","Attacker","185 cm","79 kg","France","2001-07-01","https://media.api-sports.io/football/players/137303.png"
502387,"Fares Bousnina","Farès","Bousnina",34,"Nice","Attacker","183 cm","67 kg","France","2006-02-13","https://media.api-sports.io/football/players/502387.png"
477124,"V. Orakpo","Victor","Orakpo",45,"Nice","Attacker","194 cm","79 kg","Nigeria","2006-01-14","https://media.api-sports.io/football/players/477124.png"
503702,"Bernard Nguene","Bernard","Nguene",49,"Nice","Attacker","178 cm","70 kg","Cameroon","2006-08-04","https://media.api-sports.io/football/players/503702.png"
1622,"G. Donnarumma","Gianluigi","Donnarumma",22,"PSG","Goalkeeper","196 cm","90 kg","Italy","1999-02-25","https://media.api-sports.io/football/players/1622.png"
2068,"M. Safonov","Matvey","Safonov",39,"PSG","Goalkeeper","192 cm","82 kg","Russia","1999-02-25","https://media.api-sports.io/football/players/2068.png"
349189,"L. Mouquet","Louis Moise","Nascimento Mouquet",70,"PSG","Goalkeeper","187 cm","79 kg","France","2004-07-21","https://media.api-sports.io/football/players/349189.png"
162473,"Arnau Tenas","Arnau","Tenas Ureña",1,"PSG","Goalkeeper","185 cm","85 kg","Spain","2001-05-30","https://media.api-sports.io/football/players/162473.png"
9,"A. Hakimi","Achraf","Hakimi Mouh",2,"PSG","Defender","181 cm","73 kg","Morocco","1998-11-04","https://media.api-sports.io/football/players/9.png"
262,"P. Kimpembe","Presnel","Kimpembe",3,"PSG","Defender","182 cm","79 kg","France","1995-08-13","https://media.api-sports.io/football/players/262.png"
257,"Marquinhos","Marcos","Aoás Corrêa",5,"PSG","Defender","183 cm","75 kg","Brazil","1994-05-14","https://media.api-sports.io/football/players/257.png"
33,"L. Hernández","Lucas François Bernard","Hernández",21,"PSG","Defender","184 cm","79 kg","France","1996-02-14","https://media.api-sports.io/football/players/33.png"
263482,"Nuno Mendes","Nuno Alexandre","Tavares Mendes",25,"PSG","Defender","180 cm","70 kg","Portugal","2002-06-19","https://media.api-sports.io/football/players/263482.png"
307835,"Beraldo","Lucas","Lopes Beraldo",35,"PSG","Defender","186 cm","78 kg","Brazil","2003-11-24","https://media.api-sports.io/football/players/307835.png"
386285,"Yoram\t Zague","Yoram","Zague",42,"PSG","Defender","168 cm","58 kg","France","2006-05-15","https://media.api-sports.io/football/players/386285.png"
441284,"Naoufel El Hannach","Naoufel","El Hannach",4,"PSG","Defender","183 cm","75 kg","Morocco","2006-12-07","https://media.api-sports.io/football/players/441284.png"
16367,"W. Pacho","Willian Joel","Pacho Tenorio",3,"PSG","Defender","188 cm","81 kg","Ecuador","2001-10-16","https://media.api-sports.io/football/players/16367.png"
328,"Fabián Ruiz","Fabián","Ruiz Peña",8,"PSG","Midfielder","189 cm","70 kg","Spain","1996-04-03","https://media.api-sports.io/football/players/328.png"
128384,"Vitinha","Vítor","Machado Ferreira",17,"PSG","Midfielder","172 cm","64 kg","Portugal","2000-02-13","https://media.api-sports.io/football/players/128384.png"
927,"Lee Kang-In","Kang-In","Lee",19,"PSG","Midfielder","173 cm","66 kg","Korea Republic","2001-02-19","https://media.api-sports.io/football/players/927.png"
409216,"Senny Mayulu","Senny","Mayulu",14,"PSG","Midfielder","183 cm","69 kg","France","2006-05-17","https://media.api-sports.io/football/players/409216.png"
336657,"W. Zaïre-Emery","Warren","Zaïre-Emery",33,"PSG","Midfielder","178 cm","68 kg","France","2006-03-08","https://media.api-sports.io/football/players/336657.png"
491103,"A. Tape","Axel","Tape-Kobrissa",12,"PSG","Midfielder","180 cm","75 kg","France","2007-08-10","https://media.api-sports.io/football/players/491103.png"
335051,"João Neves","João Pedro","Gonçalves Neves",17,"PSG","Midfielder","174 cm","66 kg","Portugal","2004-09-27","https://media.api-sports.io/football/players/335051.png"
483,"K. Kvaratskhelia","Khvicha","Kvaratskhelia",77,"PSG","Attacker","183 cm","76 kg","Georgia","2001-02-12","https://media.api-sports.io/football/players/483.png"
